,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred
760,World,2022-04-01,489573645.0,1164955.0,1444820.857,6148003.0,4555.0,4109.143,62168.352,147.931,183.47,780.702,0.578,0.522,0.85,11309686235.0,5082054959.0,4571308799.0,1682504606.0,17714849.0,18307726.0,143.62,64.53,58.05,21.37,2325.0,3810144.0,0.048
761,World,2022-04-02,490622297.0,1048652.0,1400837.429,6150667.0,2664.0,4071.286,62301.515,133.163,177.885,781.04,0.338,0.517,0.84,11314722232.0,5083004760.0,4572026832.0,1683269760.0,16229581.0,17649131.0,143.68,64.55,58.06,21.37,2241.0,3523384.0,0.045
762,World,2022-04-03,491411531.0,789234.0,1383302.571,6152335.0,1668.0,3971.714,62401.736,100.221,175.658,781.252,0.212,0.504,0.84,11326541189.0,5084141844.0,4576134404.0,1687427218.0,15332649.0,17294176.0,143.83,64.56,58.11,21.43,2196.0,3520411.0,0.045
763,World,2022-04-04,492317097.0,905566.0,1299419.714,6155389.0,3054.0,3825.714,62516.729,114.993,165.006,781.64,0.388,0.486,0.83,11340901995.0,5086510362.0,4579409061.0,1691564896.0,15873272.0,15788222.0,144.01,64.59,58.15,21.48,2005.0,3428979.0,0.044
764,World,2022-04-05,493675888.0,1358791.0,1243695.143,6159639.0,4251.0,3713.0,62689.274,172.546,157.93,782.18,0.54,0.471,0.83,11351995959.0,5089190394.0,4582380888.0,1706483543.0,16880233.0,14648048.0,144.15,64.62,58.19,21.67,1860.0,3341945.0,0.042
765,World,2022-04-06,495129937.0,1454049.0,1223925.571,6167119.0,4533.0,3647.429,62873.916,184.642,155.42,783.13,0.576,0.463,0.83,11361545565.0,5090878155.0,4584960077.0,1709232497.0,16082676.0,13427496.0,144.27,64.65,58.22,21.7,1705.0,3150153.0,0.04
766,World,2022-04-07,496346086.0,1216149.0,1133913.714,6171244.0,4125.0,3550.0,63028.349,154.432,143.99,783.653,0.524,0.451,0.82,11374217584.0,5096838395.0,4591154419.0,1712329899.0,16149008.0,12839453.0,144.44,64.72,58.3,21.74,1630.0,2964964.0,0.038
767,World,2022-04-08,497539496.0,1193410.0,1137978.714,6175355.0,4111.0,3486.571,63179.893,151.545,144.506,784.175,0.522,0.443,0.82,11383331469.0,5098232331.0,4592875297.0,1714983312.0,16125529.0,12711239.0,144.55,64.74,58.32,21.78,1614.0,2903463.0,0.037
768,World,2022-04-09,498311572.0,772076.0,1098467.857,6177524.0,2169.0,3415.857,63277.935,98.042,139.489,784.451,0.275,0.434,0.81,11391993103.0,5101339059.0,4595981408.0,1716762322.0,14637556.0,12611720.0,144.66,64.78,58.36,21.8,1601.0,2924458.0,0.037
769,World,2022-04-10,498880142.0,568570.0,1066944.429,6179006.0,1482.0,3389.286,63350.135,72.2,135.486,784.639,0.188,0.43,0.8,11408285514.0,5108541135.0,4605087408.0,1720200618.0,12597564.0,12349998.0,144.87,64.87,58.48,21.84,1568.0,2893244.0,0.037
770,World,2022-04-11,499853520.0,973506.0,1076650.143,6181967.0,2961.0,3376.0,63473.739,123.62,136.718,785.015,0.376,0.429,0.8,11418017375.0,5111042537.0,4608793336.0,1737107937.0,14783014.0,12417540.0,144.99,64.9,58.52,22.06,1577.0,2868682.0,0.036
771,World,2022-04-12,500932931.0,1079411.0,1036738.714,6185323.0,3356.0,3248.143,63610.808,137.069,131.65,785.441,0.426,0.412,0.79,11430010543.0,5113572951.0,4612233875.0,1740185779.0,15802105.0,12264148.0,145.14,64.93,58.57,22.1,1557.0,2889171.0,0.037
772,World,2022-04-13,501973147.0,1040246.0,977624.0,6189868.0,4545.0,3249.857,63742.899,132.095,124.143,786.018,0.577,0.413,0.78,11440772280.0,5114625780.0,4613889723.0,1742790995.0,14548498.0,11995796.0,145.28,64.95,58.59,22.13,1523.0,2750539.0,0.035
773,World,2022-04-14,502942682.0,969535.0,942393.429,6193520.0,3652.0,3182.286,63866.015,123.116,119.67,786.482,0.464,0.404,0.77,11449303314.0,5115839898.0,4615771981.0,1745278557.0,14875968.0,11769560.0,145.39,64.96,58.61,22.16,1495.0,2703702.0,0.034
774,World,2022-04-15,503653543.0,718907.0,874607.286,6195788.0,2288.0,2921.857,63956.284,91.29,111.062,786.77,0.291,0.371,0.76,11454221431.0,5116412256.0,4616849974.0,1746028503.0,13276519.0,11270413.0,145.45,64.97,58.63,22.17,1431.0,2593377.0,0.033
775,World,2022-04-16,504208650.0,555107.0,843611.714,6197306.0,1518.0,2828.857,64026.774,70.49,107.126,786.963,0.193,0.359,0.77,11457177398.0,5116668394.0,4617265478.0,1746384879.0,12393206.0,10952993.0,145.49,64.97,58.63,22.18,1391.0,2491886.0,0.032
776,World,2022-04-17,504630096.0,421446.0,822594.0,6198610.0,1304.0,2803.429,64080.291,53.517,104.457,787.129,0.166,0.356,0.78,11466837521.0,5117347044.0,4618545451.0,1750839922.0,11776250.0,10830229.0,145.61,64.98,58.65,22.23,1375.0,2456205.0,0.031
777,World,2022-04-18,505107183.0,477087.0,751677.0,6200037.0,1427.0,2584.286,64140.874,60.583,95.451,787.31,0.181,0.328,0.8,11480191275.0,5121000352.0,4624062852.0,1767769116.0,12978063.0,10649218.0,145.78,65.03,58.72,22.45,1352.0,2426607.0,0.031
778,World,2022-04-19,506092893.0,985983.0,738330.143,6203440.0,3403.0,2591.0,64266.044,125.205,93.757,787.742,0.432,0.329,0.82,11491087610.0,5122716533.0,4626583365.0,1771297658.0,16371530.0,10780460.0,145.92,65.05,58.75,22.49,1369.0,2400232.0,0.03
779,World,2022-04-20,507056829.0,964720.0,727540.714,6207938.0,4500.0,2584.571,64388.449,122.505,92.387,788.313,0.571,0.328,0.84,11498807324.0,5123457833.0,4628103487.0,1816710818.0,14510401.0,10777248.0,146.02,65.06,58.77,23.07,1369.0,2393581.0,0.03
780,World,2022-04-21,507967495.0,910666.0,719130.857,6212010.0,4131.0,2653.0,64504.09,115.641,91.319,788.83,0.525,0.337,0.84,11509325585.0,5124514734.0,4630092778.0,1821086418.0,14928496.0,10935727.0,146.15,65.07,58.8,23.13,1389.0,2393928.0,0.03
781,World,2022-04-22,508766487.0,798992.0,730571.571,6215898.0,3888.0,2881.571,64605.549,101.46,92.771,789.324,0.494,0.366,,11516418118.0,5125514312.0,4632197810.0,1822824694.0,14591736.0,11258513.0,146.24,65.09,58.82,23.15,1430.0,2474639.0,0.031
782,World,2022-04-23,509283487.0,517000.0,725127.714,6217334.0,1436.0,2869.857,64671.2,65.651,92.08,789.506,0.182,0.364,,11522230336.0,5126519456.0,4633171527.0,1824267077.0,13450704.0,11417739.0,146.31,65.1,58.83,23.17,1450.0,2521124.0,0.032
783,World,2022-04-24,509662429.0,378942.0,719055.714,6218306.0,972.0,2822.429,64719.32,48.12,91.309,789.63,0.123,0.358,,11531035191.0,5127697704.0,4635881860.0,1827177004.0,11332246.0,11487324.0,146.43,65.11,58.87,23.2,1459.0,2542101.0,0.032
784,World,2022-04-25,510238527.0,576098.0,733200.143,6220718.0,2412.0,2963.143,64792.476,73.156,93.105,789.936,0.306,0.376,,11537618404.0,5128270445.0,4637261223.0,1829436028.0,11476005.0,11355316.0,146.51,65.12,58.89,23.23,1442.0,2517098.0,0.032
